SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE,DATE
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-03-27
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-03-28
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-03-29
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-03-30
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-03-31
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-01
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-02
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-03
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-04
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-05
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-06
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-07
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-08
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-09
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-10
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-11
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-12
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-13
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-14
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-15
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-16
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-17
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-18
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-19
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-20
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-21
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-22
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-23
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-24
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-25
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-26
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-27
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-28
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-29
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-04-30
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-01
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-02
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-03
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-04
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-05
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-06
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-07
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-08
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-09
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-10
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-11
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-12
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-13
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-14
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-15
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-16
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-17
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-18
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-19
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-20
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-21
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-22
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-23
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-24
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-25
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-26
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-27
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-28
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-29
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-30
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-05-31
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-01
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-02
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-03
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-04
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-05
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-06
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-07
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-08
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-09
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-10
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-11
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-12
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-13
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-14
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-15
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-16
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-17
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-18
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-19
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-20
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-21
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-22
GAZP,TQBR,ГАЗПРОМ ао,137.84,10,5,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,136.66,SUR,2025-01-23,23673512900,RU0007661625,Gazprom,1-02-00028-A,136.1,SUR,1,1,2025-01-27,2023-06-23
